file_name,tanggal_data,wmo_id,station_name,status
D97180_2025042400_UQID54.X,-,-,-,Format tidak dikenali
D96935_2025042400_ULID53.X,-,-,-,Format tidak dikenali
P2096147A202504240000_UHID51.X,-,-,-,Format tidak dikenali
D97560_2025042400_UKID55.X,-,-,-,Format tidak dikenali
T2096645A202504240000_UKID53.X,-,-,-,Format tidak dikenali
T2096645A202504240000_ULID53.X,-,-,-,Format tidak dikenali
D97560_2025042400_UHID55.X,-,-,-,Format tidak dikenali
P2096147A202504240000_UPID51.X,-,-,-,Format tidak dikenali
T2096147A202504240000_UEID51.X,-,-,-,Format tidak dikenali
D96581_2025042400_UGID52.X,-,-,-,Format tidak dikenali
D97724_2025042400_UKID54.X,-,-,-,Format tidak dikenali
D97980_2025042400_UGID55.X,-,-,-,Format tidak dikenali
D97724_2025042400_USID54.X,-,-,-,Format tidak dikenali
P2096645A202504240000_UGID53.X,-,-,-,Format tidak dikenali
D97560_2025042400_UQID55.X,-,-,-,Format tidak dikenali
T2097502A202504240000_UKID55.X,-,-,-,Format tidak dikenali
P2096645A202504240000_UHID53.X,-,-,-,Format tidak dikenali
D96935_2025042400_UPID53.X,-,-,-,Format tidak dikenali
D96581_2025042400_UHID52.X,-,-,-,Format tidak dikenali
D97180_2025042400_UGID54.X,-,-,-,Format tidak dikenali
D97724_2025042400_UPID54.X,-,-,-,Format tidak dikenali
P2096805A2025042400GTS_UGID52.X,-,-,-,Format tidak dikenali
D96035_2025042400_USID51.X,-,-,-,Format tidak dikenali
T2096147A202504240000_USID51.X,-,-,-,Format tidak dikenali
D97980_2025042400_USID55.X,-,-,-,Format tidak dikenali
P2096645A202504240000_UPID53.X,-,-,-,Format tidak dikenali
D96581_2025042400_UEID52.X,-,-,-,Format tidak dikenali
D97180_2025042400_UPID54.X,-,-,-,Format tidak dikenali
D97980_2025042400_UEID55.X,-,-,-,Format tidak dikenali
D96035_2025042400_UEID51.X,-,-,-,Format tidak dikenali
D97560_2025042400_UPID55.X,-,-,-,Format tidak dikenali
P2096147A202504240000_UQID51.X,-,-,-,Format tidak dikenali
D97560_2025042400_UEID55.X,-,-,-,Format tidak dikenali
D97180_2025042400_USID54.X,-,-,-,Format tidak dikenali
T2096805A2025042400GTS_UEID52.X,-,-,-,Format tidak dikenali
D96035_2025042400_UHID51.X,-,-,-,Format tidak dikenali
D97724_2025042400_UEID54.X,-,-,-,Format tidak dikenali
P2097502A202504240000_UGID55.X,-,-,-,Format tidak dikenali
D97560_2025042400_USID55.X,-,-,-,Format tidak dikenali
D96035_2025042400_UKID51.X,-,-,-,Format tidak dikenali
T2096805A2025042400GTS_ULID52.X,-,-,-,Format tidak dikenali
T2096147A202504240000_ULID51.X,-,-,-,Format tidak dikenali
T2097502A202504240000_UEID55.X,-,-,-,Format tidak dikenali
D96935_2025042400_UQID53.X,-,-,-,Format tidak dikenali
D96935_2025042400_UEID53.X,-,-,-,Format tidak dikenali
D97180_2025042400_UHID54.X,-,-,-,Format tidak dikenali
D96935_2025042400_UGID53.X,-,-,-,Format tidak dikenali
D97724_2025042400_ULID54.X,-,-,-,Format tidak dikenali
D97724_2025042400_UGID54.X,-,-,-,Format tidak dikenali
P2096805A2025042400GTS_UQID52.X,-,-,-,Format tidak dikenali
D97180_2025042400_UEID54.X,-,-,-,Format tidak dikenali
D96035_2025042400_ULID51.X,-,-,-,Format tidak dikenali
D97724_2025042400_UQID54.X,-,-,-,Format tidak dikenali
T2096645A202504240000_UEID53.X,-,-,-,Format tidak dikenali
T2096645A202504240000_USID53.X,-,-,-,Format tidak dikenali
P2097502A202504240000_UHID55.X,-,-,-,Format tidak dikenali
D96935_2025042400_UKID53.X,-,-,-,Format tidak dikenali
D97560_2025042400_ULID55.X,-,-,-,Format tidak dikenali
D96035_2025042400_UPID51.X,-,-,-,Format tidak dikenali
D97980_2025042400_UKID55.X,-,-,-,Format tidak dikenali
D97560_2025042400_UGID55.X,-,-,-,Format tidak dikenali
T2096805A2025042400GTS_UKID52.X,-,-,-,Format tidak dikenali
D96581_2025042400_ULID52.X,-,-,-,Format tidak dikenali
P2096147A202504240000_UGID51.X,-,-,-,Format tidak dikenali
P2096805A2025042400GTS_UHID52.X,-,-,-,Format tidak dikenali
D96935_2025042400_USID53.X,-,-,-,Format tidak dikenali
T2097502A202504240000_USID55.X,-,-,-,Format tidak dikenali
D97180_2025042400_UKID54.X,-,-,-,Format tidak dikenali
D97980_2025042400_ULID55.X,-,-,-,Format tidak dikenali
D96581_2025042400_UQID52.X,-,-,-,Format tidak dikenali
T2096147A202504240000_UKID51.X,-,-,-,Format tidak dikenali
P2097502A202504240000_UQID55.X,-,-,-,Format tidak dikenali
D96581_2025042400_UKID52.X,-,-,-,Format tidak dikenali
D97980_2025042400_UPID55.X,-,-,-,Format tidak dikenali
T2097502A202504240000_ULID55.X,-,-,-,Format tidak dikenali
D97180_2025042400_ULID54.X,-,-,-,Format tidak dikenali
D96035_2025042400_UQID51.X,-,-,-,Format tidak dikenali
P2097502A202504240000_UPID55.X,-,-,-,Format tidak dikenali
D97980_2025042400_UQID55.X,-,-,-,Format tidak dikenali
D97980_2025042400_UHID55.X,-,-,-,Format tidak dikenali
P2096645A202504240000_UQID53.X,-,-,-,Format tidak dikenali
D96581_2025042400_USID52.X,-,-,-,Format tidak dikenali
D97724_2025042400_UHID54.X,-,-,-,Format tidak dikenali
P2096805A2025042400GTS_UPID52.X,-,-,-,Format tidak dikenali
D96935_2025042400_UHID53.X,-,-,-,Format tidak dikenali
D96581_2025042400_UPID52.X,-,-,-,Format tidak dikenali
D96035_2025042400_UGID51.X,-,-,-,Format tidak dikenali
T2096805A2025042400GTS_USID52.X,-,-,-,Format tidak dikenali
