file_name,tanggal_data,wmo_id,station_name,status
A_IUKG01WAAA170000_C_WIIX_20250417003246.BIN,-,-,-,Format tidak dikenali
D97560_2025041700.X,2025-04-17 00:00,97560,WABB_Stasiun Meteorologi Frans Kaisiepo,Dikenali
P2097502A202504170000.X,A-- :,97502,WASS_Stasiun Meteorologi Domine Eduard Osok,Dikenali
D97072_2025041700IUKG.BIN,2025-04-17 00:00,97072,WAFF_Stasiun Meteorologi Mutiara Sis-Al Jufri,Dikenali
A_IUKG51WITT1700_C_WITT2025170000.bfr,2025-17-00 00:,96011,WITT_Stasiun Meteorologi Sultan Iskandar Muda,Dikenali
D96935_2025041700.X,2025-04-17 00:00,96935,WARR_Stasiun Meteorologi Juanda,Dikenali
D97560_2025041700IUKG.BIN,2025-04-17 00:00,97560,WABB_Stasiun Meteorologi Frans Kaisiepo,Dikenali
D96581_2025041700.X,2025-04-17 00:00,96581,WIOO_Stasiun Meteorologi Supadio,Dikenali
A_IUSG51WITT1700_C_WITT202504170000.bin,-,-,-,Format tidak dikenali
A_IUKG01WIKK170000_C_WIIX_20250417002907.BIN,-,-,-,Format tidak dikenali
T2097502A202504170000.X,A-- :,97502,WASS_Stasiun Meteorologi Domine Eduard Osok,Dikenali
T2096011A202504170000.X,A-- :,96011,WITT_Stasiun Meteorologi Sultan Iskandar Muda,Dikenali
D97980_2025041700.X,2025-04-17 00:00,97980,WAKK_Stasiun Meteorologi Mopah,Dikenali
A_IUSG51WION1700_C_WION2025170000.bin,2025-17-00 00:,96147,WION_Stasiun Meteorologi Maritim Natuna,Dikenali
SMID_2_170000_202504170103.X,-,-,-,Format tidak dikenali
D96935_2025041700IUSG.BIN,2025-04-17 00:00,96935,WARR_Stasiun Meteorologi Juanda,Dikenali
D96237_2025041700.X,2025-04-17 00:00,96237,WIKK_Stasiun Meteorologi Depati Amir,Dikenali
P2096645A202504170000.X,A-- :,96645,WAGI_Stasiun Meteorologi Iskandar,Dikenali
A_IUKG01WIMM170000_C_WIXX_20250417002811.BIN,-,-,-,Format tidak dikenali
D97072_2025041700IUSG.BIN,2025-04-17 00:00,97072,WAFF_Stasiun Meteorologi Mutiara Sis-Al Jufri,Dikenali
P2096011A202504170000.X,A-- :,96011,WITT_Stasiun Meteorologi Sultan Iskandar Muda,Dikenali
D97180_2025041700.X,2025-04-17 00:00,97180,WAAA_Stasiun Meteorologi Sultan Hasanuddin,Dikenali
A_IUSG53WAQQ1700_C_WAQQ2025170000.bin,2025-17-00 00:,96509,WAQQ_Stasiun Meteorologi Juwata,Dikenali
D97072_2025041700.X,2025-04-17 00:00,97072,WAFF_Stasiun Meteorologi Mutiara Sis-Al Jufri,Dikenali
SMID_3_170600_202504170645.X,-,-,-,Format tidak dikenali
SMID_5_170600_202504170704.X,-,-,-,Format tidak dikenali
T2096509A2025041700.X,2025-04-17 00:,96509,WAQQ_Stasiun Meteorologi Juwata,Dikenali
T2096645A202504170000.X,A-- :,96645,WAGI_Stasiun Meteorologi Iskandar,Dikenali
A_IUSG51WITT170000_C_WIIX202504170000.bin,-,-,-,Format tidak dikenali
P2096147A202504170000.X,A-- :,96147,WION_Stasiun Meteorologi Maritim Natuna,Dikenali
A_IUKG51WITT170000_C_WIIX202504170000.bfr,-,-,-,Format tidak dikenali
P2096509A2025041700.X,2025-04-17 00:,96509,WAQQ_Stasiun Meteorologi Juwata,Dikenali
D96645_202504170000.bin,2025-04-17 00:00,96645,WAGI_Stasiun Meteorologi Iskandar,Dikenali
A_IUKG55WASS1700_C_WASS2025170000.bfr,2025-17-00 00:,97502,WASS_Stasiun Meteorologi Domine Eduard Osok,Dikenali
SMID_4_170600_202504170704.X,-,-,-,Format tidak dikenali
D97980_2025041700IUSG.BIN,2025-04-17 00:00,97980,WAKK_Stasiun Meteorologi Mopah,Dikenali
A_IUKG53WAQQ1700_C_WAQQ2025170000.bfr,2025-17-00 00:,96509,WAQQ_Stasiun Meteorologi Juwata,Dikenali
A_IUKG51WITT1700_C_WITT202504170000.bfr,2025-04-17 00:00,96011,WITT_Stasiun Meteorologi Sultan Iskandar Muda,Dikenali
A_IUSG55WASS1700_C_WASS2025170000.bin,2025-17-00 00:,97502,WASS_Stasiun Meteorologi Domine Eduard Osok,Dikenali
T2096147A202504170000.X,A-- :,96147,WION_Stasiun Meteorologi Maritim Natuna,Dikenali
A_IUSG51WITT1700_C_WITT2025170000.bin,2025-17-00 00:,96011,WITT_Stasiun Meteorologi Sultan Iskandar Muda,Dikenali
D97980_2025041700IUKG.BIN,2025-04-17 00:00,97980,WAKK_Stasiun Meteorologi Mopah,Dikenali
A_IUKG51WION1700_C_WION2025170000.bfr,2025-17-00 00:,96147,WION_Stasiun Meteorologi Maritim Natuna,Dikenali
D96645_202504170000.bfr,2025-04-17 00:00,96645,WAGI_Stasiun Meteorologi Iskandar,Dikenali
D96935_2025041700IUKG.BIN,2025-04-17 00:00,96935,WARR_Stasiun Meteorologi Juanda,Dikenali
P2096805A2025041700GTS.X,2025-04-17 00:,96805,WIIL_Stasiun Meteorologi Tunggul Wulung,Dikenali
D96035_2025041700.X,2025-04-17 00:00,96035,WIMM_Stasiun Meteorologi Kualanamu,Dikenali
A_IUSG52WIIL1700_C_WIIL2025170000.bin,2025-17-00 00:,96805,WIIL_Stasiun Meteorologi Tunggul Wulung,Dikenali
A_IUSG01WIMM170000_C_WIXX_20250417005451.BIN,2025-04-17 00:54,96035,WIMM_Stasiun Meteorologi Kualanamu,Dikenali
A_IUSG01WIKK170000_C_WIIX_20250417011247.BIN,2025-04-17 01:12,96237,WIKK_Stasiun Meteorologi Depati Amir,Dikenali
A_IUSG01WAAA170000_C_WIIX_20250417005658.BIN,2025-04-17 00:56,97180,WAAA_Stasiun Meteorologi Sultan Hasanuddin,Dikenali
T2096805A2025041700GTS.X,2025-04-17 00:,96805,WIIL_Stasiun Meteorologi Tunggul Wulung,Dikenali
D96581_2025041700IUSG.BIN,2025-04-17 00:00,96581,WIOO_Stasiun Meteorologi Supadio,Dikenali
D97560_2025041700IUSG.BIN,2025-04-17 00:00,97560,WABB_Stasiun Meteorologi Frans Kaisiepo,Dikenali
