file_name,tanggal_data,wmo_id,station_name,status
T2096509A2025032600.DAT,2003-25-20 26:00,96509,WAQQ_Stasiun Meteorologi Juwata,Dikenali
T2096147C202503260000.DAT,2025-03-26 00:00,96147,WION_Stasiun Meteorologi Maritim Natuna,Dikenali
P2096509D2025032600.DAT,2003-25-20 26:00,96509,WAQQ_Stasiun Meteorologi Juwata,Dikenali
P2096147A202503260000.DAT,2025-03-26 00:00,96147,WION_Stasiun Meteorologi Maritim Natuna,Dikenali
P2096645A202503260000.DAT,2025-03-26 00:00,96645,WAGI_Stasiun Meteorologi Iskandar,Dikenali
P2097502C202503260000.DAT,2025-03-26 00:00,97502,WASS_Stasiun Meteorologi Domine Eduard Osok,Dikenali
P2096805C202503260000.DAT,2025-03-26 00:00,96805,WIIL_Stasiun Meteorologi Tunggul Wulung,Dikenali
P2096011C202503260000.DAT,2025-03-26 00:00,96011,WITT_Stasiun Meteorologi Sultan Iskandar Muda,Dikenali
D96935_2025032600.DAT,2025-03-26 00:00,96935,WARR_Stasiun Meteorologi Juanda,Dikenali
T2096645D202503260000.DAT,2025-03-26 00:00,96645,WAGI_Stasiun Meteorologi Iskandar,Dikenali
T2096805C202503260000.DAT,2025-03-26 00:00,96805,WIIL_Stasiun Meteorologi Tunggul Wulung,Dikenali
T2096147D202503260000.DAT,2025-03-26 00:00,96147,WION_Stasiun Meteorologi Maritim Natuna,Dikenali
T2096509B2025032600.DAT,2003-25-20 26:00,96509,WAQQ_Stasiun Meteorologi Juwata,Dikenali
T2096147A202503260000.DAT,2025-03-26 00:00,96147,WION_Stasiun Meteorologi Maritim Natuna,Dikenali
D97372_2025032600.DAT,2025-03-26 00:00,97372,WATT_Stasiun Meteorologi Eltari,Dikenali
T2096645B202503260000.DAT,2025-03-26 00:00,96645,WAGI_Stasiun Meteorologi Iskandar,Dikenali
P2096147B202503260000.DAT,2025-03-26 00:00,96147,WION_Stasiun Meteorologi Maritim Natuna,Dikenali
P2096509C2025032600.DAT,2003-25-20 26:00,96509,WAQQ_Stasiun Meteorologi Juwata,Dikenali
D97180_2025032600.DAT,2025-03-26 00:00,97180,WAAA_Stasiun Meteorologi Sultan Hasanuddin,Dikenali
T2096011B202503260000.DAT,2025-03-26 00:00,96011,WITT_Stasiun Meteorologi Sultan Iskandar Muda,Dikenali
P2096011A202503260000.DAT,2025-03-26 00:00,96011,WITT_Stasiun Meteorologi Sultan Iskandar Muda,Dikenali
D97230_2025032600.DAT,2025-03-26 00:00,97230,WADD_Stasiun Meteorologi I Gusti Ngurah Rai,Dikenali
T2096805D202503260000.DAT,2025-03-26 00:00,96805,WIIL_Stasiun Meteorologi Tunggul Wulung,Dikenali
P2096011B202503260000.DAT,2025-03-26 00:00,96011,WITT_Stasiun Meteorologi Sultan Iskandar Muda,Dikenali
T2096645C202503260000.DAT,2025-03-26 00:00,96645,WAGI_Stasiun Meteorologi Iskandar,Dikenali
D96581_2025032600.DAT,2025-03-26 00:00,96581,WIOO_Stasiun Meteorologi Supadio,Dikenali
T2096509D2025032600.DAT,2003-25-20 26:00,96509,WAQQ_Stasiun Meteorologi Juwata,Dikenali
T2096011D202503260000.DAT,2025-03-26 00:00,96011,WITT_Stasiun Meteorologi Sultan Iskandar Muda,Dikenali
P2096509B2025032600.DAT,2003-25-20 26:00,96509,WAQQ_Stasiun Meteorologi Juwata,Dikenali
P2096645C202503260000.DAT,2025-03-26 00:00,96645,WAGI_Stasiun Meteorologi Iskandar,Dikenali
P2097502D202503260000.DAT,2025-03-26 00:00,97502,WASS_Stasiun Meteorologi Domine Eduard Osok,Dikenali
P2096645B202503260000.DAT,2025-03-26 00:00,96645,WAGI_Stasiun Meteorologi Iskandar,Dikenali
T2096509C2025032600.DAT,2003-25-20 26:00,96509,WAQQ_Stasiun Meteorologi Juwata,Dikenali
T2096147B202503260000.DAT,2025-03-26 00:00,96147,WION_Stasiun Meteorologi Maritim Natuna,Dikenali
P2096805B2503260000.DAT,2026-03-25 00:00,96805,WIIL_Stasiun Meteorologi Tunggul Wulung,Dikenali
D96035_2025032600.DAT,2025-03-26 00:00,96035,WIMM_Stasiun Meteorologi Kualanamu,Dikenali
T2096011C202503260000.DAT,2025-03-26 00:00,96011,WITT_Stasiun Meteorologi Sultan Iskandar Muda,Dikenali
P2097502B202503260000.DAT,2025-03-26 00:00,97502,WASS_Stasiun Meteorologi Domine Eduard Osok,Dikenali
T2097502B202503260000.DAT,2025-03-26 00:00,97502,WASS_Stasiun Meteorologi Domine Eduard Osok,Dikenali
T2096011A202503260000.DAT,2025-03-26 00:00,96011,WITT_Stasiun Meteorologi Sultan Iskandar Muda,Dikenali
P2097502A202503260000.DAT,2025-03-26 00:00,97502,WASS_Stasiun Meteorologi Domine Eduard Osok,Dikenali
P2096147C202503260000.DAT,2025-03-26 00:00,96147,WION_Stasiun Meteorologi Maritim Natuna,Dikenali
D97560_2025032600.DAT,2025-03-26 00:00,97560,WABB_Stasiun Meteorologi Frans Kaisiepo,Dikenali
P2096147D202503260000.DAT,2025-03-26 00:00,96147,WION_Stasiun Meteorologi Maritim Natuna,Dikenali
T2097502C202503260000.DAT,2025-03-26 00:00,97502,WASS_Stasiun Meteorologi Domine Eduard Osok,Dikenali
P2096805D202503260000.DAT,2025-03-26 00:00,96805,WIIL_Stasiun Meteorologi Tunggul Wulung,Dikenali
P2096509A2025032600.DAT,2003-25-20 26:00,96509,WAQQ_Stasiun Meteorologi Juwata,Dikenali
D97980_2025032600.DAT,2025-03-26 00:00,97980,WAKK_Stasiun Meteorologi Mopah,Dikenali
T2096805B2503260000.DAT,2026-03-25 00:00,96805,WIIL_Stasiun Meteorologi Tunggul Wulung,Dikenali
P2096645D202503260000.DAT,2025-03-26 00:00,96645,WAGI_Stasiun Meteorologi Iskandar,Dikenali
D97014_2025032600.DAT,2025-03-26 00:00,97014,WAMM_Stasiun Meteorologi Sam Ratulangi,Dikenali
P2096011D202503260000.DAT,2025-03-26 00:00,96011,WITT_Stasiun Meteorologi Sultan Iskandar Muda,Dikenali
T2097502D202503260000.DAT,2025-03-26 00:00,97502,WASS_Stasiun Meteorologi Domine Eduard Osok,Dikenali
D97072_2025032600.DAT,2025-03-26 00:00,97072,WAFF_Stasiun Meteorologi Mutiara Sis-Al Jufri,Dikenali
D96253_2025032600.DAT,2025-03-26 00:00,96253,WIGG_Stasiun Meteorologi Fatmawati Soekarno,Dikenali
T2096645A202503260000.DAT,2025-03-26 00:00,96645,WAGI_Stasiun Meteorologi Iskandar,Dikenali
T2097502A202503260000.DAT,2025-03-26 00:00,97502,WASS_Stasiun Meteorologi Domine Eduard Osok,Dikenali
T2096805A2503260000.DAT,2026-03-25 00:00,96805,WIIL_Stasiun Meteorologi Tunggul Wulung,Dikenali
P2096805A2503260000.DAT,2026-03-25 00:00,96805,WIIL_Stasiun Meteorologi Tunggul Wulung,Dikenali
